protein,pdb_path,reason,valid
O43665,,missing_pdb,False
O43670,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43670.pdb,exact_sequence_match,True
O43674,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43674.pdb,exact_sequence_match,True
O43678,,missing_pdb,False
O43681,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43681.pdb,exact_sequence_match,True
O43707,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43707.pdb,exact_sequence_match,True
O43708,,missing_pdb,False
O43719,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43719.pdb,exact_sequence_match,True
O43747,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43747.pdb,exact_sequence_match,True
O43752,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43752.pdb,exact_sequence_match,True
O43765,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43765.pdb,exact_sequence_match,True
O43772,,missing_pdb,False
O43776,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43776.pdb,exact_sequence_match,True
O43809,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43809.pdb,exact_sequence_match,True
O43818,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43818.pdb,exact_sequence_match,True
O43823,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43823.pdb,exact_sequence_match,True
O43824,,missing_pdb,False
O43837,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O43837.pdb,exact_sequence_match,True
O43847,,missing_pdb,False
O43854,,missing_pdb,False
O43865,,missing_pdb,False
O43920,,missing_pdb,False
O60216,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60216.pdb,exact_sequence_match,True
O60229,,missing_pdb,False
O60238,,missing_pdb,False
O60271,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60271.pdb,exact_sequence_match,True
O60287,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60287.pdb,exact_sequence_match,True
O60291,,missing_pdb,False
O60313,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60313.pdb,exact_sequence_match,True
O60337,,missing_pdb,False
O60341,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60341.pdb,exact_sequence_match,True
O60343,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60343.pdb,exact_sequence_match,True
O60437,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60437.pdb,exact_sequence_match,True
O60524,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60524.pdb,exact_sequence_match,True
O60563,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60563.pdb,exact_sequence_match,True
O60568,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60568.pdb,exact_sequence_match,True
O60613,,missing_pdb,False
O60637,,missing_pdb,False
O60701,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60701.pdb,exact_sequence_match,True
O60716,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60716.pdb,exact_sequence_match,True
O60763,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60763.pdb,exact_sequence_match,True
O60814,,missing_pdb,False
O60826,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60826.pdb,exact_sequence_match,True
O60832,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60832.pdb,exact_sequence_match,True
O60841,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60841.pdb,exact_sequence_match,True
O60869,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60869.pdb,exact_sequence_match,True
O60870,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60870.pdb,exact_sequence_match,True
O60884,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60884.pdb,exact_sequence_match,True
O60888,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O60888.pdb,exact_sequence_match,True
O75027,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75027.pdb,exact_sequence_match,True
O75083,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75083.pdb,exact_sequence_match,True
O75116,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75116.pdb,exact_sequence_match,True
O75131,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75131.pdb,exact_sequence_match,True
O75150,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75150.pdb,exact_sequence_match,True
O75152,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75152.pdb,exact_sequence_match,True
O75153,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75153.pdb,exact_sequence_match,True
O75157,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75157.pdb,exact_sequence_match,True
O75173,,missing_pdb,False
O75179,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75179.pdb,exact_sequence_match,True
O75190,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75190.pdb,exact_sequence_match,True
O75208,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75208.pdb,exact_sequence_match,True
O75223,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75223.pdb,exact_sequence_match,True
O75306,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75306.pdb,exact_sequence_match,True
O75323,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75323.pdb,exact_sequence_match,True
O75340,,missing_pdb,False
O75347,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75347.pdb,exact_sequence_match,True
O75352,,missing_pdb,False
O75367,,missing_pdb,False
O75368,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75368.pdb,exact_sequence_match,True
O75380,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75380.pdb,exact_sequence_match,True
O75390,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75390.pdb,exact_sequence_match,True
O75391,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75391.pdb,exact_sequence_match,True
O75394,,missing_pdb,False
O75396,,missing_pdb,False
O75400,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75400.pdb,exact_sequence_match,True
O75438,,missing_pdb,False
O75475,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75475.pdb,exact_sequence_match,True
O75477,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75477.pdb,exact_sequence_match,True
O75489,,missing_pdb,False
O75521,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75521.pdb,exact_sequence_match,True
O75531,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75531.pdb,exact_sequence_match,True
O75533,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75533.pdb,exact_sequence_match,True
O75534,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75534.pdb,exact_sequence_match,True
O75643,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75643.pdb,exact_sequence_match,True
O75663,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75663.pdb,exact_sequence_match,True
O75674,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75674.pdb,exact_sequence_match,True
O75683,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75683.pdb,exact_sequence_match,True
O75694,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75694.pdb,exact_sequence_match,True
O75718,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75718.pdb,exact_sequence_match,True
O75821,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75821.pdb,exact_sequence_match,True
O75822,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75822.pdb,exact_sequence_match,True
O75832,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75832.pdb,exact_sequence_match,True
O75844,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75844.pdb,exact_sequence_match,True
O75880,,missing_pdb,False
O75915,,missing_pdb,False
O75937,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75937.pdb,exact_sequence_match,True
O75940,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75940.pdb,exact_sequence_match,True
O75947,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75947.pdb,exact_sequence_match,True
O75964,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O75964.pdb,exact_sequence_match,True
O75976,,missing_pdb,False
O76003,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O76003.pdb,exact_sequence_match,True
O76021,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O76021.pdb,exact_sequence_match,True
O76031,,missing_pdb,False
O76094,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O76094.pdb,exact_sequence_match,True
O94776,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94776.pdb,exact_sequence_match,True
O94804,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94804.pdb,exact_sequence_match,True
O94826,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94826.pdb,exact_sequence_match,True
O94842,,missing_pdb,False
O94851,,missing_pdb,False
O94874,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94874.pdb,exact_sequence_match,True
O94906,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94906.pdb,exact_sequence_match,True
O94925,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94925.pdb,exact_sequence_match,True
O94967,,missing_pdb,False
O94973,,missing_pdb,False
O94979,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94979.pdb,exact_sequence_match,True
O94992,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O94992.pdb,exact_sequence_match,True
O95081,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95081.pdb,exact_sequence_match,True
O95104,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95104.pdb,exact_sequence_match,True
O95139,,missing_pdb,False
O95140,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95140.pdb,exact_sequence_match,True
O95163,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95163.pdb,exact_sequence_match,True
O95166,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95166.pdb,exact_sequence_match,True
O95182,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95182.pdb,exact_sequence_match,True
O95197,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95197.pdb,exact_sequence_match,True
O95202,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95202.pdb,exact_sequence_match,True
O95218,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95218.pdb,exact_sequence_match,True
O95298,,missing_pdb,False
O95299,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95299.pdb,exact_sequence_match,True
O95336,,missing_pdb,False
O95347,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95347.pdb,exact_sequence_match,True
O95373,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95373.pdb,exact_sequence_match,True
O95379,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95379.pdb,exact_sequence_match,True
O95425,,missing_pdb,False
O95453,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95453.pdb,exact_sequence_match,True
O95470,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95470.pdb,exact_sequence_match,True
O95487,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95487.pdb,exact_sequence_match,True
O95563,,missing_pdb,False
O95571,,missing_pdb,False
O95573,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95573.pdb,exact_sequence_match,True
O95619,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95619.pdb,exact_sequence_match,True
O95670,,missing_pdb,False
O95671,,missing_pdb,False
O95674,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95674.pdb,exact_sequence_match,True
O95758,,missing_pdb,False
O95793,,missing_pdb,False
O95816,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95816.pdb,exact_sequence_match,True
O95817,,missing_pdb,False
O95831,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O95831.pdb,exact_sequence_match,True
O95881,,missing_pdb,False
O95994,,missing_pdb,False
O96005,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/O96005.pdb,exact_sequence_match,True
O96008,,missing_pdb,False
P00367,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00367.pdb,exact_sequence_match,True
P00374,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00374.pdb,exact_sequence_match,True
P00390,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00390.pdb,exact_sequence_match,True
P00441,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00441.pdb,exact_sequence_match,True
P00480,,missing_pdb,False
P00491,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00491.pdb,exact_sequence_match,True
P00492,,missing_pdb,False
P00505,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00505.pdb,exact_sequence_match,True
P00533,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00533.pdb,exact_sequence_match,True
P00558,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P00558.pdb,exact_sequence_match,True
P00846,,missing_pdb,False
P01024,,missing_pdb,False
P01893,,missing_pdb,False
P02301,,missing_pdb,False
P02545,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P02545.pdb,exact_sequence_match,True
P02766,,missing_pdb,False
P02786,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P02786.pdb,exact_sequence_match,True
P02794,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P02794.pdb,exact_sequence_match,True
P04040,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04040.pdb,exact_sequence_match,True
P04062,,missing_pdb,False
P04075,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04075.pdb,exact_sequence_match,True
P04080,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04080.pdb,exact_sequence_match,True
P04083,,missing_pdb,False
P04114,,missing_pdb,False
P04179,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04179.pdb,exact_sequence_match,True
P04181,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04181.pdb,exact_sequence_match,True
P04183,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04183.pdb,exact_sequence_match,True
P04406,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04406.pdb,exact_sequence_match,True
P04632,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04632.pdb,exact_sequence_match,True
P04792,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04792.pdb,exact_sequence_match,True
P04843,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04843.pdb,exact_sequence_match,True
P04844,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P04844.pdb,exact_sequence_match,True
P05026,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05026.pdb,exact_sequence_match,True
P05067,,missing_pdb,False
P05089,,missing_pdb,False
P05141,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05141.pdb,exact_sequence_match,True
P05198,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05198.pdb,exact_sequence_match,True
P05362,,missing_pdb,False
P05387,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05387.pdb,exact_sequence_match,True
P05388,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05388.pdb,exact_sequence_match,True
P05455,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05455.pdb,exact_sequence_match,True
P05556,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05556.pdb,exact_sequence_match,True
P05783,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P05783.pdb,exact_sequence_match,True
P05976,,missing_pdb,False
P06576,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P06576.pdb,exact_sequence_match,True
P06733,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P06733.pdb,exact_sequence_match,True
P06737,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P06737.pdb,exact_sequence_match,True
P06744,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P06744.pdb,exact_sequence_match,True
P06746,,missing_pdb,False
P06748,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P06748.pdb,exact_sequence_match,True
P06753,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P06753.pdb,exact_sequence_match,True
P06756,,missing_pdb,False
P07099,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07099.pdb,exact_sequence_match,True
P07108,,missing_pdb,False
P07195,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07195.pdb,exact_sequence_match,True
P07199,,missing_pdb,False
P07237,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07237.pdb,exact_sequence_match,True
P07305,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07305.pdb,exact_sequence_match,True
P07339,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07339.pdb,exact_sequence_match,True
P07384,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07384.pdb,exact_sequence_match,True
P07602,,missing_pdb,False
P07686,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07686.pdb;/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/AF-P07686-F1-model_v6.pdb,sequence_mismatch,False
P07737,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/P07737.pdb,exact_sequence_match,True
