protein,pdb_path,reason,valid
A0KGD0,,missing_pdb,False
A0KGD3,,missing_pdb,False
A0KGF1,,missing_pdb,False
A0KGF5,,missing_pdb,False
A0KGI4,,missing_pdb,False
A0KGJ0,,missing_pdb,False
A0KGN7,,missing_pdb,False
A0KGN8,,missing_pdb,False
A0KGP0,,missing_pdb,False
A0KGR8,,missing_pdb,False
A0KGS4,,missing_pdb,False
A0KGS9,,missing_pdb,False
A0KGU0,,missing_pdb,False
A0KGX7,,missing_pdb,False
A0KH04,,missing_pdb,False
A0KH06,,missing_pdb,False
A0KHA8,,missing_pdb,False
A0KHC6,,missing_pdb,False
A0KHC7,,missing_pdb,False
A0KHC8,,missing_pdb,False
A0KHE5,,missing_pdb,False
A0KHF7,,missing_pdb,False
A0KHG0,,missing_pdb,False
A0KHG3,,missing_pdb,False
A0KHH2,,missing_pdb,False
A0KHH5,,missing_pdb,False
A0KHH9,,missing_pdb,False
A0KHI6,,missing_pdb,False
A0KHK8,,missing_pdb,False
A0KHP6,,missing_pdb,False
A0KHS3,,missing_pdb,False
A0KHY1,,missing_pdb,False
A0KHZ9,,missing_pdb,False
A0KI18,,missing_pdb,False
A0KI19,,missing_pdb,False
A0KI20,,missing_pdb,False
A0KI39,,missing_pdb,False
A0KI43,,missing_pdb,False
A0KI50,,missing_pdb,False
A0KI51,,missing_pdb,False
A0KI59,,missing_pdb,False
A0KI77,,missing_pdb,False
A0KIA0,,missing_pdb,False
A0KIB6,,missing_pdb,False
A0KIC6,,missing_pdb,False
A0KID6,,missing_pdb,False
A0KIF2,,missing_pdb,False
A0KIF3,,missing_pdb,False
A0KIG4,,missing_pdb,False
A0KIK5,,missing_pdb,False
A0KIK9,,missing_pdb,False
A0KIM1,,missing_pdb,False
A0KIM4,,missing_pdb,False
A0KIT8,,missing_pdb,False
A0KIU2,,missing_pdb,False
A0KIV1,,missing_pdb,False
A0KIV3,,missing_pdb,False
A0KIY0,,missing_pdb,False
A0KIY4,,missing_pdb,False
A0KIZ5,,missing_pdb,False
A0KJ16,,missing_pdb,False
A0KJ20,,missing_pdb,False
A0KJ21,,missing_pdb,False
A0KJ22,,missing_pdb,False
A0KJ23,,missing_pdb,False
A0KJ45,,missing_pdb,False
A0KJ46,,missing_pdb,False
A0KJ47,,missing_pdb,False
A0KJ48,,missing_pdb,False
A0KJ91,,missing_pdb,False
A0KJ92,,missing_pdb,False
A0KJA0,,missing_pdb,False
A0KJA1,,missing_pdb,False
A0KJB5,,missing_pdb,False
A0KJB6,,missing_pdb,False
A0KJC4,,missing_pdb,False
A0KJC6,,missing_pdb,False
A0KJE3,,missing_pdb,False
A0KJE6,,missing_pdb,False
A0KJF8,,missing_pdb,False
A0KJG9,,missing_pdb,False
A0KJM1,,missing_pdb,False
A0KJM3,,missing_pdb,False
A0KJM5,,missing_pdb,False
A0KJQ9,,missing_pdb,False
A0KJU0,,missing_pdb,False
A0KJU5,,missing_pdb,False
A0KK31,,missing_pdb,False
A0KK32,,missing_pdb,False
A0KK47,,missing_pdb,False
A0KK50,,missing_pdb,False
A0KK56,,missing_pdb,False
A0KK60,,missing_pdb,False
A0KKC5,,missing_pdb,False
A0KKD5,,missing_pdb,False
A0KKE2,,missing_pdb,False
A0KKF0,,missing_pdb,False
A0KKF8,,missing_pdb,False
A0KKF9,,missing_pdb,False
A0KKG3,,missing_pdb,False
A0KKH3,,missing_pdb,False
A0KKK2,,missing_pdb,False
A0KKK7,,missing_pdb,False
A0KKK9,,missing_pdb,False
A0KKM5,,missing_pdb,False
A0KKP7,,missing_pdb,False
A0KKP8,,missing_pdb,False
A0KKQ5,,missing_pdb,False
A0KKQ6,,missing_pdb,False
A0KKQ8,,missing_pdb,False
A0KKS5,,missing_pdb,False
A0KKS8,,missing_pdb,False
A0KKT7,,missing_pdb,False
A0KKZ8,,missing_pdb,False
A0KL23,,missing_pdb,False
A0KL24,,missing_pdb,False
A0KL25,,missing_pdb,False
A0KL44,,missing_pdb,False
A0KLD9,,missing_pdb,False
A0KLG0,,missing_pdb,False
A0KLI0,,missing_pdb,False
A0KLN3,,missing_pdb,False
A0KLQ6,,missing_pdb,False
A0KLT9,,missing_pdb,False
A0KLY0,,missing_pdb,False
A0KLZ1,,missing_pdb,False
A0KLZ4,,missing_pdb,False
A0KM75,,missing_pdb,False
A0KMB4,,missing_pdb,False
A0KMC3,,missing_pdb,False
A0KMD6,,missing_pdb,False
A0KME9,,missing_pdb,False
A0KMF0,,missing_pdb,False
A0KMG1,,missing_pdb,False
A0KMM5,,missing_pdb,False
A0KMM9,,missing_pdb,False
A0KMP0,,missing_pdb,False
A0KMP1,,missing_pdb,False
A0KMP2,,missing_pdb,False
A0KMQ4,,missing_pdb,False
A0KMV9,,missing_pdb,False
A0KMW6,,missing_pdb,False
A0KMZ4,,missing_pdb,False
A0KN25,,missing_pdb,False
A0KN26,,missing_pdb,False
A0KN35,,missing_pdb,False
A0KN67,,missing_pdb,False
A0KN73,,missing_pdb,False
A0KN88,,missing_pdb,False
A0KN94,,missing_pdb,False
A0KNA3,,missing_pdb,False
A0KND5,,missing_pdb,False
A0KNE0,,missing_pdb,False
A0KNE4,,missing_pdb,False
A0KNE5,,missing_pdb,False
A0KNE6,,missing_pdb,False
A0KNF1,,missing_pdb,False
A0KNF2,,missing_pdb,False
A0KNF9,,missing_pdb,False
A0KNG2,,missing_pdb,False
A0KNG7,,missing_pdb,False
A0KNH0,,missing_pdb,False
A0KNH1,,missing_pdb,False
A0KNJ6,,missing_pdb,False
A0KNK1,,missing_pdb,False
A0KNK5,,missing_pdb,False
A0KNL2,,missing_pdb,False
A0KNR1,,missing_pdb,False
A0KNT7,,missing_pdb,False
A0KNU6,,missing_pdb,False
A0KNV4,,missing_pdb,False
A0KNV7,,missing_pdb,False
A0KNY6,,missing_pdb,False
A0KNZ9,,missing_pdb,False
A0KP05,,missing_pdb,False
A0KP14,,missing_pdb,False
A0KP19,,missing_pdb,False
A0KP23,,missing_pdb,False
A0KP53,,missing_pdb,False
A0KP71,,missing_pdb,False
A0KP92,,missing_pdb,False
A0KP93,,missing_pdb,False
A0KPC0,,missing_pdb,False
A0KPD6,,missing_pdb,False
A0KPF5,,missing_pdb,False
A0KPG7,,missing_pdb,False
A0KPJ0,,missing_pdb,False
A0KPJ3,,missing_pdb,False
A0KPJ5,,missing_pdb,False
A0KPL8,,missing_pdb,False
A0KPN3,,missing_pdb,False
A0KPR4,,missing_pdb,False
A0KPR6,,missing_pdb,False
A0KPU4,,missing_pdb,False
A0KPV2,,missing_pdb,False
A0KPW7,,missing_pdb,False
A0KPW8,,missing_pdb,False
A0KPW9,,missing_pdb,False
A0KPY9,,missing_pdb,False
A0KPZ1,,missing_pdb,False
A0KPZ5,,missing_pdb,False
A0KQ22,,missing_pdb,False
A0KQ25,,missing_pdb,False
A0KQ27,,missing_pdb,False
A0KQ40,,missing_pdb,False
A0KQ51,,missing_pdb,False
A0KQ52,,missing_pdb,False
A0KQA3,,missing_pdb,False
A0KQA5,,missing_pdb,False
A0KQA7,,missing_pdb,False
A0KQB0,,missing_pdb,False
A0KQC3,,missing_pdb,False
A0KQE8,,missing_pdb,False
A0KQF3,,missing_pdb,False
A0KQF5,,missing_pdb,False
A0KQG5,,missing_pdb,False
A0KQG6,,missing_pdb,False
A0KQJ1,,missing_pdb,False
A0KQK5,,missing_pdb,False
A0KQL3,,missing_pdb,False
A0KQM2,,missing_pdb,False
A0KQU5,,missing_pdb,False
A0KQU8,,missing_pdb,False
A0KQV3,,missing_pdb,False
A0KQV7,,missing_pdb,False
A0KQW2,,missing_pdb,False
A0KQY2,,missing_pdb,False
A0KQY7,,missing_pdb,False
A0KQZ0,,missing_pdb,False
A0KQZ7,,missing_pdb,False
A0KQZ9,,missing_pdb,False
A0KR05,,missing_pdb,False
A0KR23,,missing_pdb,False
A0MZ66,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/A0MZ66.pdb,exact_sequence_match,True
A0RZC9,,missing_pdb,False
A1A4G5,,missing_pdb,False
A1EGX6,,missing_pdb,False
A1IGU5,,missing_pdb,False
A2A654,,missing_pdb,False
A2ANY6,,missing_pdb,False
A2AS89,,missing_pdb,False
A2RRP1,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/A2RRP1.pdb,exact_sequence_match,True
A2VCW9,,missing_pdb,False
A3AHG5,,missing_pdb,False
A3BLC3,,missing_pdb,False
A3C6G9,,missing_pdb,False
A3KGI3,,missing_pdb,False
A3KMH1,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/A3KMH1.pdb,exact_sequence_match,True
A4D1E9,/data/ranran/my_ptm/croton/data/structure_pipeline/pdb/A4D1E9.pdb,exact_sequence_match,True
A4QQN1,,missing_pdb,False
A4QR21,,missing_pdb,False
A4QUF0,,missing_pdb,False
A4QVH4,,missing_pdb,False
A4R2S1,,missing_pdb,False
A4R5F6,,missing_pdb,False
A4R5S9,,missing_pdb,False
A4R640,,missing_pdb,False
A4R715,,missing_pdb,False
A4R796,,missing_pdb,False
A4R935,,missing_pdb,False
A4RC23,,missing_pdb,False
A4RC73,,missing_pdb,False
A4RCX7,,missing_pdb,False
A4RD93,,missing_pdb,False
A4RDD7,,missing_pdb,False
A4RK68,,missing_pdb,False
A4RLA0,,missing_pdb,False
A4RM69,,missing_pdb,False
A4RPY8,,missing_pdb,False
A5D6S3,,missing_pdb,False
A6H5Y3,,missing_pdb,False
A6H8Q3,,missing_pdb,False
A6NEC2,,missing_pdb,False
A6NFN3,,missing_pdb,False
A6NMZ7,,missing_pdb,False
A7MBY4,,missing_pdb,False
A8DZ59,,missing_pdb,False
A8E4S8,,missing_pdb,False
A8J710,,missing_pdb,False
A9C3V6,,missing_pdb,False
B0K020,,missing_pdb,False
B1AR13,,missing_pdb,False
B1ATI0,,missing_pdb,False
B1AXP6,,missing_pdb,False
B2RGM9,,missing_pdb,False
B2RGN3,,missing_pdb,False
B2RGP0,,missing_pdb,False
B2RGQ8,,missing_pdb,False
B2RGQ9,,missing_pdb,False
B2RGS7,,missing_pdb,False
B2RGT8,,missing_pdb,False
B2RGV8,,missing_pdb,False
B2RGZ3,,missing_pdb,False
B2RH09,,missing_pdb,False
B2RH10,,missing_pdb,False
B2RH53,,missing_pdb,False
B2RH54,,missing_pdb,False
B2RH77,,missing_pdb,False
B2RH83,,missing_pdb,False
B2RHC1,,missing_pdb,False
B2RHF3,,missing_pdb,False
B2RHF9,,missing_pdb,False
B2RHG1,,missing_pdb,False
B2RHG7,,missing_pdb,False
B2RHG8,,missing_pdb,False
B2RHH3,,missing_pdb,False
B2RHH6,,missing_pdb,False
B2RHH7,,missing_pdb,False
B2RHK7,,missing_pdb,False
B2RHK9,,missing_pdb,False
B2RHM9,,missing_pdb,False
B2RHR5,,missing_pdb,False
B2RHS0,,missing_pdb,False
B2RHT5,,missing_pdb,False
B2RHU8,,missing_pdb,False
B2RHY1,,missing_pdb,False
B2RI21,,missing_pdb,False
B2RI23,,missing_pdb,False
B2RI45,,missing_pdb,False
B2RI50,,missing_pdb,False
B2RIA5,,missing_pdb,False
B2RIC8,,missing_pdb,False
B2RID1,,missing_pdb,False
B2RID3,,missing_pdb,False
B2RID4,,missing_pdb,False
B2RID5,,missing_pdb,False
B2RIF8,,missing_pdb,False
B2RIG1,,missing_pdb,False
B2RIG5,,missing_pdb,False
B2RIG7,,missing_pdb,False
B2RIK7,,missing_pdb,False
B2RIL7,,missing_pdb,False
B2RIM4,,missing_pdb,False
B2RIM9,,missing_pdb,False
B2RIP7,,missing_pdb,False
B2RIP8,,missing_pdb,False
B2RIP9,,missing_pdb,False
B2RIQ3,,missing_pdb,False
B2RIR6,,missing_pdb,False
B2RIS2,,missing_pdb,False
B2RIT0,,missing_pdb,False
B2RIT2,,missing_pdb,False
B2RIV3,,missing_pdb,False
B2RIW2,,missing_pdb,False
B2RIX5,,missing_pdb,False
B2RIX7,,missing_pdb,False
B2RIY3,,missing_pdb,False
B2RJ11,,missing_pdb,False
B2RJ26,,missing_pdb,False
B2RJ48,,missing_pdb,False
B2RJ50,,missing_pdb,False
B2RJ60,,missing_pdb,False
B2RJ76,,missing_pdb,False
B2RJA7,,missing_pdb,False
B2RJA9,,missing_pdb,False
B2RJC6,,missing_pdb,False
B2RJD7,,missing_pdb,False
B2RJE6,,missing_pdb,False
B2RJF8,,missing_pdb,False
B2RJG7,,missing_pdb,False
B2RJG9,,missing_pdb,False
B2RJH4,,missing_pdb,False
B2RJI5,,missing_pdb,False
B2RJJ3,,missing_pdb,False
B2RJK0,,missing_pdb,False
B2RJK1,,missing_pdb,False
B2RJL1,,missing_pdb,False
B2RJR2,,missing_pdb,False
B2RJR5,,missing_pdb,False
B2RJT6,,missing_pdb,False
B2RJU1,,missing_pdb,False
B2RJU4,,missing_pdb,False
B2RJW4,,missing_pdb,False
B2RJY8,,missing_pdb,False
B2RK05,,missing_pdb,False
B2RK11,,missing_pdb,False
B2RK33,,missing_pdb,False
B2RK60,,missing_pdb,False
B2RK69,,missing_pdb,False
B2RK77,,missing_pdb,False
B2RK87,,missing_pdb,False
B2RKE7,,missing_pdb,False
B2RKF2,,missing_pdb,False
B2RKH3,,missing_pdb,False
B2RKJ8,,missing_pdb,False
B2RKP0,,missing_pdb,False
B2RKP2,,missing_pdb,False
B2RKR9,,missing_pdb,False
B2RKS5,,missing_pdb,False
B2RKT2,,missing_pdb,False
B2RKU0,,missing_pdb,False
B2RKX1,,missing_pdb,False
B2RKX9,,missing_pdb,False
B2RKY7,,missing_pdb,False
B2RKZ7,,missing_pdb,False
B2RL23,,missing_pdb,False
B2RL26,,missing_pdb,False
B2RL38,,missing_pdb,False
B2RL75,,missing_pdb,False
B2RLA5,,missing_pdb,False
B2RLC5,,missing_pdb,False
B2RLD0,,missing_pdb,False
B2RLD2,,missing_pdb,False
B2RLG9,,missing_pdb,False
B2RLJ8,,missing_pdb,False
B2RLK2,,missing_pdb,False
B2RLL0,,missing_pdb,False
B2RLL2,,missing_pdb,False
B2RLN0,,missing_pdb,False
B2RLN8,,missing_pdb,False
B2RLP2,,missing_pdb,False
B2RLV1,,missing_pdb,False
B2RLV6,,missing_pdb,False
B2RLY5,,missing_pdb,False
B2RLZ1,,missing_pdb,False
B2RM04,,missing_pdb,False
B2RM06,,missing_pdb,False
B2RM13,,missing_pdb,False
B2RM14,,missing_pdb,False
B2RM15,,missing_pdb,False
B2RM16,,missing_pdb,False
B2RM30,,missing_pdb,False
B2RM54,,missing_pdb,False
B2RM56,,missing_pdb,False
B2RM86,,missing_pdb,False
B2RMB1,,missing_pdb,False
B2RMB3,,missing_pdb,False
B2RMG3,,missing_pdb,False
B2RMG4,,missing_pdb,False
B2RMI3,,missing_pdb,False
B2RQC6,,missing_pdb,False
B2RS91,,missing_pdb,False
B2RY53,,missing_pdb,False
B2RYS2,,missing_pdb,False
B2RYT7,,missing_pdb,False
B2RZD6,,missing_pdb,False
B3DFP9,,missing_pdb,False
B3DIV6,,missing_pdb,False
B3EWN9,,missing_pdb,False
B3TN46,,missing_pdb,False
B3TN63,,missing_pdb,False
B3TN75,,missing_pdb,False
B3TNB9,,missing_pdb,False
B7E914,,missing_pdb,False
B7EA73,,missing_pdb,False
C5IU71,,missing_pdb,False
C7IWD0,,missing_pdb,False
C7J5T9,,missing_pdb,False
C9JL85,,missing_pdb,False
D3YU60,,missing_pdb,False
D3YZC1,,missing_pdb,False
D3Z1A9,,missing_pdb,False
D3Z4S3,,missing_pdb,False
D3Z563,,missing_pdb,False
D3Z7P3,,missing_pdb,False
D3Z7X0,,missing_pdb,False
D3ZF13,,missing_pdb,False
D3ZUY8,,missing_pdb,False
D3ZZR9,,missing_pdb,False
D4AEH9,,missing_pdb,False
D6R967,,missing_pdb,False
D6R9Z3,,missing_pdb,False
D6RGG5,,missing_pdb,False
D6RIN4,,missing_pdb,False
E5RGW4,,missing_pdb,False
E5RIP1,,missing_pdb,False
E7ESG8,,missing_pdb,False
E7ESH4,,missing_pdb,False
E9PN17,,missing_pdb,False
E9PV95,,missing_pdb,False
E9PVX6,,missing_pdb,False
E9PWH2,,missing_pdb,False
E9PZ91,,missing_pdb,False
E9PZF0,,missing_pdb,False
E9Q1Q9,,missing_pdb,False
E9Q4P0,,missing_pdb,False
E9Q4Y4,,missing_pdb,False
E9Q4Z2,,missing_pdb,False
E9Q876,,missing_pdb,False
E9QA57,,missing_pdb,False
E9QJW0,,missing_pdb,False
E9QPX3,,missing_pdb,False
F1Q685,,missing_pdb,False
F1QHR0,,missing_pdb,False
F1QT01,,missing_pdb,False
F1QWR0,,missing_pdb,False
F1QYX8,,missing_pdb,False
F1QZ50,,missing_pdb,False
F2Z456,,missing_pdb,False
F5H608,,missing_pdb,False
F6LR34,,missing_pdb,False
F6P2R4,,missing_pdb,False
F6P497,,missing_pdb,False
F6P4R0,,missing_pdb,False
F6P873,,missing_pdb,False
F6RSH1,,missing_pdb,False
F6WHQ7,,missing_pdb,False
F6WPK7,,missing_pdb,False
F6XXE6,,missing_pdb,False
G3UXT7,,missing_pdb,False
G3V3R6,,missing_pdb,False
G4MK83,,missing_pdb,False
G4MK90,,missing_pdb,False
G4MKD2,,missing_pdb,False
G4MKD3,,missing_pdb,False
G4MKI5,,missing_pdb,False
G4MKK2,,missing_pdb,False
G4MKK4,,missing_pdb,False
G4MKQ2,,missing_pdb,False
G4MKS1,,missing_pdb,False
G4MKY5,,missing_pdb,False
G4MKY7,,missing_pdb,False
G4ML01,,missing_pdb,False
G4ML11,,missing_pdb,False
G4ML44,,missing_pdb,False
G4ML82,,missing_pdb,False
G4ML92,,missing_pdb,False
G4MLM0,,missing_pdb,False
G4MLN4,,missing_pdb,False
G4MLP7,,missing_pdb,False
G4MLQ8,,missing_pdb,False
G4MLR8,,missing_pdb,False
G4MM08,,missing_pdb,False
G4MM60,,missing_pdb,False
G4MMG9,,missing_pdb,False
G4MMP7,,missing_pdb,False
G4MMQ9,,missing_pdb,False
G4MMX1,,missing_pdb,False
G4MMY9,,missing_pdb,False
G4MN52,,missing_pdb,False
G4MNA3,,missing_pdb,False
G4MND1,,missing_pdb,False
G4MND5,,missing_pdb,False
G4MNF9,,missing_pdb,False
G4MNH0,,missing_pdb,False
G4MNP7,,missing_pdb,False
G4MNZ8,,missing_pdb,False
G4MP06,,missing_pdb,False
G4MP09,,missing_pdb,False
G4MP11,,missing_pdb,False
G4MP17,,missing_pdb,False
G4MP80,,missing_pdb,False
G4MPA2,,missing_pdb,False
G4MPD7,,missing_pdb,False
G4MPG4,,missing_pdb,False
G4MPI9,,missing_pdb,False
G4MPV2,,missing_pdb,False
G4MQ00,,missing_pdb,False
G4MQ14,,missing_pdb,False
G4MQ20,,missing_pdb,False
G4MQ72,,missing_pdb,False
G4MQN7,,missing_pdb,False
G4MQX4,,missing_pdb,False
G4MR35,,missing_pdb,False
G4MR39,,missing_pdb,False
G4MR50,,missing_pdb,False
G4MR66,,missing_pdb,False
G4MR77,,missing_pdb,False
G4MRA6,,missing_pdb,False
G4MRB4,,missing_pdb,False
G4MRE1,,missing_pdb,False
G4MRF2,,missing_pdb,False
G4MRF6,,missing_pdb,False
G4MRG8,,missing_pdb,False
G4MRU8,,missing_pdb,False
G4MS62,,missing_pdb,False
G4MS82,,missing_pdb,False
G4MS97,,missing_pdb,False
G4MSB1,,missing_pdb,False
G4MSB2,,missing_pdb,False
G4MSC0,,missing_pdb,False
G4MSC1,,missing_pdb,False
G4MSD0,,missing_pdb,False
G4MSD2,,missing_pdb,False
G4MSH5,,missing_pdb,False
G4MSM0,,missing_pdb,False
G4MSN4,,missing_pdb,False
G4MSP7,,missing_pdb,False
G4MST1,,missing_pdb,False
G4MST3,,missing_pdb,False
G4MSU7,,missing_pdb,False
G4MSY8,,missing_pdb,False
G4MT11,,missing_pdb,False
G4MT13,,missing_pdb,False
G4MT20,,missing_pdb,False
G4MT46,,missing_pdb,False
G4MT60,,missing_pdb,False
G4MT80,,missing_pdb,False
G4MT84,,missing_pdb,False
G4MTA9,,missing_pdb,False
G4MTC2,,missing_pdb,False
G4MTD7,,missing_pdb,False
G4MTI3,,missing_pdb,False
G4MTI8,,missing_pdb,False
G4MTJ4,,missing_pdb,False
G4MTJ8,,missing_pdb,False
G4MTK2,,missing_pdb,False
G4MTL4,,missing_pdb,False
G4MTM7,,missing_pdb,False
G4MTN6,,missing_pdb,False
G4MTP1,,missing_pdb,False
G4MTR3,,missing_pdb,False
G4MTW7,,missing_pdb,False
G4MTY5,,missing_pdb,False
G4MTY9,,missing_pdb,False
G4MTZ0,,missing_pdb,False
G4MU02,,missing_pdb,False
G4MU04,,missing_pdb,False
G4MU17,,missing_pdb,False
G4MU67,,missing_pdb,False
G4MU70,,missing_pdb,False
G4MU82,,missing_pdb,False
G4MU87,,missing_pdb,False
G4MU97,,missing_pdb,False
G4MU99,,missing_pdb,False
G4MUC5,,missing_pdb,False
G4MUD1,,missing_pdb,False
G4MUF4,,missing_pdb,False
G4MUF9,,missing_pdb,False
G4MUH5,,missing_pdb,False
G4MUJ8,,missing_pdb,False
G4MUK8,,missing_pdb,False
G4MUN3,,missing_pdb,False
G4MUU0,,missing_pdb,False
G4MUW4,,missing_pdb,False
G4MUX2,,missing_pdb,False
G4MUX6,,missing_pdb,False
G4MV25,,missing_pdb,False
G4MV31,,missing_pdb,False
G4MV39,,missing_pdb,False
G4MV80,,missing_pdb,False
G4MV89,,missing_pdb,False
G4MVA2,,missing_pdb,False
G4MVB1,,missing_pdb,False
G4MVB2,,missing_pdb,False
G4MVB4,,missing_pdb,False
G4MVD4,,missing_pdb,False
G4MVE1,,missing_pdb,False
G4MVI8,,missing_pdb,False
G4MVR9,,missing_pdb,False
G4MVS3,,missing_pdb,False
G4MVU2,,missing_pdb,False
G4MW52,,missing_pdb,False
G4MWH8,,missing_pdb,False
G4MWT0,,missing_pdb,False
G4MWU3,,missing_pdb,False
G4MWX1,,missing_pdb,False
G4MWX2,,missing_pdb,False
G4MWZ3,,missing_pdb,False
G4MX02,,missing_pdb,False
G4MXJ0,,missing_pdb,False
G4MXJ6,,missing_pdb,False
G4MXQ5,,missing_pdb,False
G4MXS0,,missing_pdb,False
G4MXT6,,missing_pdb,False
G4MY06,,missing_pdb,False
G4MY14,,missing_pdb,False
G4MY42,,missing_pdb,False
G4MY73,,missing_pdb,False
G4MY89,,missing_pdb,False
G4MY97,,missing_pdb,False
G4MYB7,,missing_pdb,False
G4MYE1,,missing_pdb,False
G4MYG9,,missing_pdb,False
G4MYI5,,missing_pdb,False
G4MYK1,,missing_pdb,False
G4MYL3,,missing_pdb,False
G4MYU8,,missing_pdb,False
G4MYV1,,missing_pdb,False
G4MYY2,,missing_pdb,False
G4MYZ8,,missing_pdb,False
G4MZ06,,missing_pdb,False
G4MZ14,,missing_pdb,False
G4MZ86,,missing_pdb,False
G4MZA0,,missing_pdb,False
G4MZE5,,missing_pdb,False
G4MZF7,,missing_pdb,False
G4MZI3,,missing_pdb,False
G4MZI9,,missing_pdb,False
G4MZP6,,missing_pdb,False
G4MZT1,,missing_pdb,False
G4MZY1,,missing_pdb,False
G4N014,,missing_pdb,False
G4N020,,missing_pdb,False
G4N022,,missing_pdb,False
G4N028,,missing_pdb,False
G4N037,,missing_pdb,False
G4N069,,missing_pdb,False
G4N072,,missing_pdb,False
G4N0C2,,missing_pdb,False
G4N0D6,,missing_pdb,False
G4N0E3,,missing_pdb,False
G4N0E7,,missing_pdb,False
G4N0K5,,missing_pdb,False
G4N0N1,,missing_pdb,False
G4N0P3,,missing_pdb,False
G4N0T6,,missing_pdb,False
G4N0T7,,missing_pdb,False
G4N0Y1,,missing_pdb,False
G4N0Y2,,missing_pdb,False
G4N0Z8,,missing_pdb,False
G4N151,,missing_pdb,False
G4N168,,missing_pdb,False
G4N1N7,,missing_pdb,False
G4N1P2,,missing_pdb,False
G4N1P5,,missing_pdb,False
G4N226,,missing_pdb,False
G4N229,,missing_pdb,False
G4N232,,missing_pdb,False
G4N288,,missing_pdb,False
G4N290,,missing_pdb,False
G4N291,,missing_pdb,False
G4N296,,missing_pdb,False
G4N2B6,,missing_pdb,False
G4N2B8,,missing_pdb,False
G4N2E1,,missing_pdb,False
G4N2E2,,missing_pdb,False
G4N2H2,,missing_pdb,False
G4N2H7,,missing_pdb,False
G4N2M2,,missing_pdb,False
G4N2P2,,missing_pdb,False
G4N2S6,,missing_pdb,False
G4N2V2,,missing_pdb,False
G4N2W4,,missing_pdb,False
G4N2W5,,missing_pdb,False
G4N333,,missing_pdb,False
G4N371,,missing_pdb,False
G4N374,,missing_pdb,False
