protein,pdb_path,reason,valid
A0A0B4LGJ4,,missing_pdb,False
A0A0B4LGM8,,missing_pdb,False
A0A0B4LGZ0,,missing_pdb,False
A0A0B4LGZ3,,missing_pdb,False
A0A0B4LGZ5,,missing_pdb,False
A0A0B4LGZ6,,missing_pdb,False
A0A0B4LH59,,missing_pdb,False
A0A0B4LH64,,missing_pdb,False
A0A0B4LH99,,missing_pdb,False
A0A0B4LHF7,,missing_pdb,False
A0A0B4LHI3,,missing_pdb,False
A0A0B4LHL0,,missing_pdb,False
A0A0B4LHL7,,missing_pdb,False
A0A0B4LHN0,,missing_pdb,False
A0A0B4LHQ4,,missing_pdb,False
A0A0B4LHT3,,missing_pdb,False
A0A0B4LI25,,missing_pdb,False
A0A0B4LIA3,,missing_pdb,False
A0A0B4LIB3,,missing_pdb,False
A0A0B5CWI0,,missing_pdb,False
A0A0B7P9G0,,missing_pdb,False
A0A0C4DGM4,,missing_pdb,False
A0A0C4DGN7,,missing_pdb,False
A0A0C4DGW6,,missing_pdb,False
A0A0C4DH65,,missing_pdb,False
A0A0C4DHD4,,missing_pdb,False
A0A0C4DHE6,,missing_pdb,False
A0A0C4DHE8,,missing_pdb,False
A0A0C4DHG2,,missing_pdb,False
A0A0C4DHG5,,missing_pdb,False
A0A0D9SF20,,missing_pdb,False
A0A0D9SF50,,missing_pdb,False
A0A0D9SG95,,missing_pdb,False
A0A0D9SGJ8,,missing_pdb,False
A0A0F7UMW9,,missing_pdb,False
A0A0F7UNN4,,missing_pdb,False
A0A0F7UNS7,,missing_pdb,False
A0A0F7UNU4,,missing_pdb,False
A0A0F7UNW4,,missing_pdb,False
A0A0F7UQZ1,,missing_pdb,False
A0A0F7UR59,,missing_pdb,False
A0A0F7USE7,,missing_pdb,False
A0A0F7USF3,,missing_pdb,False
A0A0F7USK4,,missing_pdb,False
A0A0F7USU4,,missing_pdb,False
A0A0F7UTQ6,,missing_pdb,False
A0A0F7UV78,,missing_pdb,False
A0A0F7UW96,,missing_pdb,False
A0A0F7UWF9,,missing_pdb,False
A0A0F7UWQ2,,missing_pdb,False
A0A0F7UWS3,,missing_pdb,False
A0A0F7UX16,,missing_pdb,False
A0A0F7UX90,,missing_pdb,False
A0A0F7UXJ4,,missing_pdb,False
A0A0F7V030,,missing_pdb,False
A0A0F7V0F5,,missing_pdb,False
A0A0F7V117,,missing_pdb,False
A0A0F7V159,,missing_pdb,False
A0A0F7V1A1,,missing_pdb,False
A0A0F7V1Y0,,missing_pdb,False
A0A0F7V263,,missing_pdb,False
A0A0F7V2T4,,missing_pdb,False
A0A0F7V3M7,,missing_pdb,False
A0A0F7V470,,missing_pdb,False
A0A0F7V611,,missing_pdb,False
A0A0F7V9A2,,missing_pdb,False
A0A0F7V9N9,,missing_pdb,False
A0A0F7VAM4,,missing_pdb,False
A0A0F7VB69,,missing_pdb,False
A0A0F7VDV9,,missing_pdb,False
A0A0G2JDN7,,missing_pdb,False
A0A0G2JG52,,missing_pdb,False
A0A0G2JH58,,missing_pdb,False
A0A0G2JJD3,,missing_pdb,False
A0A0G2JTC2,,missing_pdb,False
A0A0G2JTH4,,missing_pdb,False
A0A0G2JU79,,missing_pdb,False
A0A0G2JUF2,,missing_pdb,False
A0A0G2JUF9,,missing_pdb,False
A0A0G2JV04,,missing_pdb,False
A0A0G2JVB1,,missing_pdb,False
A0A0G2JWX1,,missing_pdb,False
A0A0G2JX93,,missing_pdb,False
A0A0G2JXJ6,,missing_pdb,False
A0A0G2JY08,,missing_pdb,False
A0A0G2JY73,,missing_pdb,False
A0A0G2JZ11,,missing_pdb,False
A0A0G2JZ71,,missing_pdb,False
A0A0G2JZT5,,missing_pdb,False
A0A0G2K016,,missing_pdb,False
A0A0G2K095,,missing_pdb,False
A0A0G2K160,,missing_pdb,False
A0A0G2K1A3,,missing_pdb,False
A0A0G2K1A4,,missing_pdb,False
A0A0G2K1V7,,missing_pdb,False
A0A0G2K2T1,,missing_pdb,False
A0A0G2K350,,missing_pdb,False
A0A0G2K5G6,,missing_pdb,False
A0A0G2K5P5,,missing_pdb,False
A0A0G2K5Q8,,missing_pdb,False
A0A0G2K5V4,,missing_pdb,False
A0A0G2K698,,missing_pdb,False
A0A0G2K6E8,,missing_pdb,False
A0A0G2K715,,missing_pdb,False
A0A0G2K7B6,,missing_pdb,False
A0A0G2K7X2,,missing_pdb,False
A0A0G2K865,,missing_pdb,False
A0A0G2K8D6,,missing_pdb,False
A0A0G2K8V3,,missing_pdb,False
A0A0G2K975,,missing_pdb,False
A0A0G2K9J2,,missing_pdb,False
A0A0G2K9L2,,missing_pdb,False
A0A0H2UHR2,,missing_pdb,False
A0A0J9YTS1,,missing_pdb,False
A0A0J9YTU1,,missing_pdb,False
A0A0J9YUH4,,missing_pdb,False
A0A0J9YVE6,,missing_pdb,False
A0A0J9YVF2,,missing_pdb,False
A0A0J9YWL9,,missing_pdb,False
A0A0J9YX89,,missing_pdb,False
A0A0J9YX90,,missing_pdb,False
A0A0J9YXF2,,missing_pdb,False
A0A0N4SUR9,,missing_pdb,False
A0A0N4SW19,,missing_pdb,False
A0A0N7KC87,,missing_pdb,False
A0A0N7KD98,,missing_pdb,False
A0A0N7KDK1,,missing_pdb,False
A0A0N7KDS3,,missing_pdb,False
A0A0N7KE64,,missing_pdb,False
A0A0N7KEV9,,missing_pdb,False
A0A0N7KEW2,,missing_pdb,False
A0A0N7KF16,,missing_pdb,False
A0A0N7KFC3,,missing_pdb,False
A0A0N7KFE2,,missing_pdb,False
A0A0N7KFQ6,,missing_pdb,False
A0A0N7KGC5,,missing_pdb,False
A0A0N7KGG6,,missing_pdb,False
A0A0N7KGZ5,,missing_pdb,False
A0A0N7KH18,,missing_pdb,False
A0A0N7KH33,,missing_pdb,False
A0A0N7KH91,,missing_pdb,False
A0A0N7KHB2,,missing_pdb,False
A0A0N7KHG8,,missing_pdb,False
A0A0N7KHX3,,missing_pdb,False
A0A0N7KI03,,missing_pdb,False
A0A0N7KI55,,missing_pdb,False
A0A0N7KI81,,missing_pdb,False
A0A0N7KI91,,missing_pdb,False
A0A0N7KIH5,,missing_pdb,False
A0A0N7KIX9,,missing_pdb,False
A0A0N7KJ40,,missing_pdb,False
A0A0N7KJ94,,missing_pdb,False
A0A0N7KJF0,,missing_pdb,False
A0A0N7KJH5,,missing_pdb,False
A0A0N7KJS0,,missing_pdb,False
A0A0N7KJS9,,missing_pdb,False
A0A0N7KJV4,,missing_pdb,False
A0A0N7KJW6,,missing_pdb,False
A0A0N7KJY7,,missing_pdb,False
A0A0N7KK02,,missing_pdb,False
A0A0N7KK26,,missing_pdb,False
A0A0N7KK27,,missing_pdb,False
A0A0N7KK53,,missing_pdb,False
A0A0N7KK97,,missing_pdb,False
A0A0N7KKM8,,missing_pdb,False
A0A0N7KKQ5,,missing_pdb,False
A0A0N7KKY0,,missing_pdb,False
A0A0N7KL10,,missing_pdb,False
A0A0N7KL42,,missing_pdb,False
A0A0N7KL48,,missing_pdb,False
A0A0N7KL52,,missing_pdb,False
A0A0N7KL65,,missing_pdb,False
A0A0N7KL97,,missing_pdb,False
A0A0N7KLT6,,missing_pdb,False
A0A0N7KLY4,,missing_pdb,False
A0A0N7KM41,,missing_pdb,False
A0A0N7KMH6,,missing_pdb,False
A0A0N7KMJ3,,missing_pdb,False
A0A0N7KMJ5,,missing_pdb,False
A0A0N7KMZ4,,missing_pdb,False
A0A0N7KNF9,,missing_pdb,False
A0A0N7KNG5,,missing_pdb,False
A0A0N7KNJ6,,missing_pdb,False
A0A0N7KNU5,,missing_pdb,False
A0A0N7KNX3,,missing_pdb,False
A0A0N7KPG0,,missing_pdb,False
A0A0N7KPL8,,missing_pdb,False
A0A0N7KPU5,,missing_pdb,False
A0A0N7KQA0,,missing_pdb,False
A0A0N7KQF0,,missing_pdb,False
A0A0N7KQG4,,missing_pdb,False
A0A0N7KQJ6,,missing_pdb,False
A0A0N7KQZ1,,missing_pdb,False
A0A0N7KR17,,missing_pdb,False
A0A0N7KRJ2,,missing_pdb,False
A0A0N7KSD1,,missing_pdb,False
A0A0N7KSE3,,missing_pdb,False
A0A0N7KSV6,,missing_pdb,False
A0A0N7KSW1,,missing_pdb,False
A0A0N7KT20,,missing_pdb,False
A0A0N7KUA0,,missing_pdb,False
A0A0N9E161,,missing_pdb,False
A0A0P0UXC6,,missing_pdb,False
A0A0P0UXI2,,missing_pdb,False
A0A0P0UXN0,,missing_pdb,False
A0A0P0UXW3,,missing_pdb,False
A0A0P0UY01,,missing_pdb,False
A0A0P0UYC1,,missing_pdb,False
A0A0P0UYP5,,missing_pdb,False
A0A0P0UZ22,,missing_pdb,False
A0A0P0UZ95,,missing_pdb,False
A0A0P0UZP7,,missing_pdb,False
A0A0P0UZU0,,missing_pdb,False
A0A0P0V031,,missing_pdb,False
A0A0P0V070,,missing_pdb,False
A0A0P0V0A8,,missing_pdb,False
A0A0P0V0F1,,missing_pdb,False
A0A0P0V0N5,,missing_pdb,False
A0A0P0V155,,missing_pdb,False
A0A0P0V1E6,,missing_pdb,False
A0A0P0V1H9,,missing_pdb,False
A0A0P0V1K4,,missing_pdb,False
A0A0P0V1K9,,missing_pdb,False
A0A0P0V1N4,,missing_pdb,False
A0A0P0V1N8,,missing_pdb,False
A0A0P0V1Q7,,missing_pdb,False
A0A0P0V211,,missing_pdb,False
A0A0P0V287,,missing_pdb,False
A0A0P0V2D2,,missing_pdb,False
A0A0P0V312,,missing_pdb,False
A0A0P0V323,,missing_pdb,False
A0A0P0V423,,missing_pdb,False
A0A0P0V486,,missing_pdb,False
A0A0P0V4M9,,missing_pdb,False
A0A0P0V598,,missing_pdb,False
A0A0P0V5B4,,missing_pdb,False
A0A0P0V5Y9,,missing_pdb,False
A0A0P0V616,,missing_pdb,False
A0A0P0V625,,missing_pdb,False
A0A0P0V627,,missing_pdb,False
A0A0P0V659,,missing_pdb,False
A0A0P0V695,,missing_pdb,False
A0A0P0V6E1,,missing_pdb,False
A0A0P0V736,,missing_pdb,False
A0A0P0V7J9,,missing_pdb,False
A0A0P0V7R2,,missing_pdb,False
A0A0P0V7R7,,missing_pdb,False
A0A0P0V7W8,,missing_pdb,False
A0A0P0V7X7,,missing_pdb,False
A0A0P0V880,,missing_pdb,False
A0A0P0V8N2,,missing_pdb,False
A0A0P0V8Q0,,missing_pdb,False
A0A0P0V9N1,,missing_pdb,False
A0A0P0V9S4,,missing_pdb,False
A0A0P0V9U1,,missing_pdb,False
A0A0P0V9Y7,,missing_pdb,False
A0A0P0VAL7,,missing_pdb,False
A0A0P0VAM6,,missing_pdb,False
A0A0P0VAX3,,missing_pdb,False
A0A0P0VB00,,missing_pdb,False
A0A0P0VB43,,missing_pdb,False
A0A0P0VBJ2,,missing_pdb,False
A0A0P0VC90,,missing_pdb,False
A0A0P0VDN0,,missing_pdb,False
A0A0P0VE83,,missing_pdb,False
A0A0P0VEC6,,missing_pdb,False
A0A0P0VF49,,missing_pdb,False
A0A0P0VF78,,missing_pdb,False
A0A0P0VFQ1,,missing_pdb,False
A0A0P0VFU2,,missing_pdb,False
A0A0P0VG16,,missing_pdb,False
A0A0P0VG95,,missing_pdb,False
A0A0P0VGZ1,,missing_pdb,False
A0A0P0VH17,,missing_pdb,False
A0A0P0VHE6,,missing_pdb,False
A0A0P0VHI5,,missing_pdb,False
A0A0P0VHM3,,missing_pdb,False
A0A0P0VI61,,missing_pdb,False
A0A0P0VI65,,missing_pdb,False
A0A0P0VIA4,,missing_pdb,False
A0A0P0VIQ7,,missing_pdb,False
A0A0P0VIQ9,,missing_pdb,False
A0A0P0VJ84,,missing_pdb,False
A0A0P0VJH0,,missing_pdb,False
A0A0P0VJM7,,missing_pdb,False
A0A0P0VJQ7,,missing_pdb,False
A0A0P0VJT1,,missing_pdb,False
A0A0P0VJT6,,missing_pdb,False
A0A0P0VK21,,missing_pdb,False
A0A0P0VK28,,missing_pdb,False
A0A0P0VKK3,,missing_pdb,False
A0A0P0VKT4,,missing_pdb,False
A0A0P0VL26,,missing_pdb,False
A0A0P0VL54,,missing_pdb,False
A0A0P0VLD7,,missing_pdb,False
A0A0P0VLJ1,,missing_pdb,False
A0A0P0VLP0,,missing_pdb,False
A0A0P0VLR8,,missing_pdb,False
A0A0P0VLS3,,missing_pdb,False
A0A0P0VM00,,missing_pdb,False
A0A0P0VMD7,,missing_pdb,False
A0A0P0VMQ0,,missing_pdb,False
A0A0P0VMU1,,missing_pdb,False
A0A0P0VMW4,,missing_pdb,False
A0A0P0VNB9,,missing_pdb,False
A0A0P0VNG6,,missing_pdb,False
A0A0P0VPL0,,missing_pdb,False
A0A0P0VQ15,,missing_pdb,False
A0A0P0VQI3,,missing_pdb,False
A0A0P0VQJ8,,missing_pdb,False
A0A0P0VQJ9,,missing_pdb,False
A0A0P0VQK9,,missing_pdb,False
A0A0P0VQQ5,,missing_pdb,False
A0A0P0VQV1,,missing_pdb,False
A0A0P0VQW4,,missing_pdb,False
A0A0P0VR96,,missing_pdb,False
A0A0P0VRG3,,missing_pdb,False
A0A0P0VRH1,,missing_pdb,False
A0A0P0VRI0,,missing_pdb,False
A0A0P0VRI3,,missing_pdb,False
A0A0P0VRN6,,missing_pdb,False
A0A0P0VRQ0,,missing_pdb,False
A0A0P0VS59,,missing_pdb,False
A0A0P0VSF7,,missing_pdb,False
A0A0P0VSH6,,missing_pdb,False
A0A0P0VST7,,missing_pdb,False
A0A0P0VT75,,missing_pdb,False
A0A0P0VT76,,missing_pdb,False
A0A0P0VT81,,missing_pdb,False
A0A0P0VT94,,missing_pdb,False
A0A0P0VTM6,,missing_pdb,False
A0A0P0VTN6,,missing_pdb,False
A0A0P0VTQ1,,missing_pdb,False
A0A0P0VTY0,,missing_pdb,False
A0A0P0VU90,,missing_pdb,False
A0A0P0VUX1,,missing_pdb,False
A0A0P0VVJ6,,missing_pdb,False
A0A0P0VVJ7,,missing_pdb,False
A0A0P0VVL1,,missing_pdb,False
A0A0P0VVN7,,missing_pdb,False
A0A0P0VVR4,,missing_pdb,False
A0A0P0VW19,,missing_pdb,False
A0A0P0VW37,,missing_pdb,False
A0A0P0VWD0,,missing_pdb,False
A0A0P0VWE2,,missing_pdb,False
A0A0P0VWN1,,missing_pdb,False
A0A0P0VWN2,,missing_pdb,False
A0A0P0VWQ0,,missing_pdb,False
A0A0P0VX21,,missing_pdb,False
A0A0P0VY13,,missing_pdb,False
A0A0P0VY29,,missing_pdb,False
A0A0P0VY77,,missing_pdb,False
A0A0P0VYH7,,missing_pdb,False
A0A0P0VYI0,,missing_pdb,False
A0A0P0VYI4,,missing_pdb,False
A0A0P0VYK0,,missing_pdb,False
A0A0P0VYL4,,missing_pdb,False
A0A0P0VYT3,,missing_pdb,False
A0A0P0VYZ7,,missing_pdb,False
A0A0P0VZ78,,missing_pdb,False
A0A0P0VZA3,,missing_pdb,False
A0A0P0VZW9,,missing_pdb,False
A0A0P0W000,,missing_pdb,False
A0A0P0W0A6,,missing_pdb,False
A0A0P0W0B0,,missing_pdb,False
A0A0P0W0L2,,missing_pdb,False
A0A0P0W0M1,,missing_pdb,False
A0A0P0W0Q4,,missing_pdb,False
A0A0P0W122,,missing_pdb,False
A0A0P0W1G2,,missing_pdb,False
A0A0P0W1L9,,missing_pdb,False
A0A0P0W1R0,,missing_pdb,False
A0A0P0W1R2,,missing_pdb,False
A0A0P0W293,,missing_pdb,False
A0A0P0W2F1,,missing_pdb,False
A0A0P0W2F4,,missing_pdb,False
A0A0P0W2S2,,missing_pdb,False
A0A0P0W2S3,,missing_pdb,False
A0A0P0W2S4,,missing_pdb,False
A0A0P0W363,,missing_pdb,False
A0A0P0W3I3,,missing_pdb,False
A0A0P0W3K7,,missing_pdb,False
A0A0P0W4X3,,missing_pdb,False
A0A0P0W590,,missing_pdb,False
A0A0P0W5K3,,missing_pdb,False
A0A0P0W5S9,,missing_pdb,False
A0A0P0W5V6,,missing_pdb,False
A0A0P0W604,,missing_pdb,False
A0A0P0W6A1,,missing_pdb,False
A0A0P0W6B7,,missing_pdb,False
A0A0P0W6F0,,missing_pdb,False
A0A0P0W6L3,,missing_pdb,False
A0A0P0W833,,missing_pdb,False
A0A0P0W8W5,,missing_pdb,False
A0A0P0W9B8,,missing_pdb,False
A0A0P0W9C2,,missing_pdb,False
A0A0P0W9H8,,missing_pdb,False
A0A0P0W9T5,,missing_pdb,False
A0A0P0W9U2,,missing_pdb,False
A0A0P0WA00,,missing_pdb,False
A0A0P0WA18,,missing_pdb,False
A0A0P0WAD6,,missing_pdb,False
A0A0P0WAE9,,missing_pdb,False
A0A0P0WAS9,,missing_pdb,False
A0A0P0WAT8,,missing_pdb,False
A0A0P0WAW8,,missing_pdb,False
A0A0P0WB09,,missing_pdb,False
A0A0P0WBK5,,missing_pdb,False
A0A0P0WBR2,,missing_pdb,False
A0A0P0WBW4,,missing_pdb,False
A0A0P0WBZ9,,missing_pdb,False
A0A0P0WC02,,missing_pdb,False
A0A0P0WCB6,,missing_pdb,False
A0A0P0WCM6,,missing_pdb,False
A0A0P0WCT4,,missing_pdb,False
A0A0P0WD30,,missing_pdb,False
A0A0P0WDG2,,missing_pdb,False
A0A0P0WDI8,,missing_pdb,False
A0A0P0WDJ2,,missing_pdb,False
A0A0P0WDT0,,missing_pdb,False
A0A0P0WDX3,,missing_pdb,False
A0A0P0WDZ0,,missing_pdb,False
A0A0P0WDZ1,,missing_pdb,False
A0A0P0WE04,,missing_pdb,False
A0A0P0WE64,,missing_pdb,False
A0A0P0WER7,,missing_pdb,False
A0A0P0WET7,,missing_pdb,False
A0A0P0WEV1,,missing_pdb,False
A0A0P0WF07,,missing_pdb,False
A0A0P0WFF5,,missing_pdb,False
A0A0P0WFX5,,missing_pdb,False
A0A0P0WGC6,,missing_pdb,False
A0A0P0WGG2,,missing_pdb,False
A0A0P0WGJ4,,missing_pdb,False
A0A0P0WGN7,,missing_pdb,False
A0A0P0WGN9,,missing_pdb,False
A0A0P0WGP6,,missing_pdb,False
A0A0P0WGQ1,,missing_pdb,False
A0A0P0WGS0,,missing_pdb,False
A0A0P0WGS6,,missing_pdb,False
A0A0P0WGW6,,missing_pdb,False
A0A0P0WH19,,missing_pdb,False
A0A0P0WH43,,missing_pdb,False
A0A0P0WH48,,missing_pdb,False
A0A0P0WHF8,,missing_pdb,False
A0A0P0WHL3,,missing_pdb,False
A0A0P0WHN5,,missing_pdb,False
A0A0P0WHQ3,,missing_pdb,False
A0A0P0WHX8,,missing_pdb,False
A0A0P0WI13,,missing_pdb,False
A0A0P0WIE6,,missing_pdb,False
A0A0P0WIH0,,missing_pdb,False
A0A0P0WIP4,,missing_pdb,False
A0A0P0WIQ8,,missing_pdb,False
A0A0P0WIS3,,missing_pdb,False
A0A0P0WIU5,,missing_pdb,False
A0A0P0WIY0,,missing_pdb,False
A0A0P0WJ06,,missing_pdb,False
A0A0P0WJ26,,missing_pdb,False
A0A0P0WJ39,,missing_pdb,False
A0A0P0WJQ6,,missing_pdb,False
A0A0P0WJZ4,,missing_pdb,False
A0A0P0WK53,,missing_pdb,False
A0A0P0WKA8,,missing_pdb,False
A0A0P0WKF1,,missing_pdb,False
A0A0P0WKG4,,missing_pdb,False
A0A0P0WKV1,,missing_pdb,False
A0A0P0WL11,,missing_pdb,False
A0A0P0WL57,,missing_pdb,False
A0A0P0WL67,,missing_pdb,False
A0A0P0WLS3,,missing_pdb,False
A0A0P0WLX7,,missing_pdb,False
A0A0P0WMW0,,missing_pdb,False
A0A0P0WMX1,,missing_pdb,False
A0A0P0WMY2,,missing_pdb,False
A0A0P0WMZ9,,missing_pdb,False
A0A0P0WNH6,,missing_pdb,False
A0A0P0WNI6,,missing_pdb,False
A0A0P0WNX8,,missing_pdb,False
A0A0P0WP33,,missing_pdb,False
A0A0P0WPI9,,missing_pdb,False
A0A0P0WPK3,,missing_pdb,False
A0A0P0WPN5,,missing_pdb,False
A0A0P0WPQ4,,missing_pdb,False
A0A0P0WPY7,,missing_pdb,False
A0A0P0WQ17,,missing_pdb,False
A0A0P0WQ37,,missing_pdb,False
A0A0P0WQE9,,missing_pdb,False
A0A0P0WQH2,,missing_pdb,False
A0A0P0WQR7,,missing_pdb,False
A0A0P0WQT3,,missing_pdb,False
A0A0P0WQU7,,missing_pdb,False
A0A0P0WR23,,missing_pdb,False
A0A0P0WRM2,,missing_pdb,False
A0A0P0WRT2,,missing_pdb,False
A0A0P0WRV0,,missing_pdb,False
A0A0P0WRY7,,missing_pdb,False
A0A0P0WRY8,,missing_pdb,False
A0A0P0WS94,,missing_pdb,False
A0A0P0WSA7,,missing_pdb,False
A0A0P0WSF9,,missing_pdb,False
A0A0P0WSG8,,missing_pdb,False
A0A0P0WTD4,,missing_pdb,False
A0A0P0WTN0,,missing_pdb,False
A0A0P0WU66,,missing_pdb,False
A0A0P0WUB2,,missing_pdb,False
A0A0P0WUM5,,missing_pdb,False
A0A0P0WUT4,,missing_pdb,False
A0A0P0WUU4,,missing_pdb,False
A0A0P0WVP2,,missing_pdb,False
A0A0P0WW83,,missing_pdb,False
A0A0P0WWF5,,missing_pdb,False
A0A0P0WX09,,missing_pdb,False
A0A0P0WX41,,missing_pdb,False
A0A0P0WXE9,,missing_pdb,False
A0A0P0WXF7,,missing_pdb,False
A0A0P0WXJ2,,missing_pdb,False
A0A0P0WXN8,,missing_pdb,False
A0A0P0WXV2,,missing_pdb,False
A0A0P0WXX1,,missing_pdb,False
A0A0P0WXY6,,missing_pdb,False
A0A0P0WZ08,,missing_pdb,False
A0A0P0WZ98,,missing_pdb,False
A0A0P0WZK6,,missing_pdb,False
A0A0P0WZV9,,missing_pdb,False
A0A0P0WZY9,,missing_pdb,False
A0A0P0X0V1,,missing_pdb,False
A0A0P0X0V3,,missing_pdb,False
A0A0P0X0W6,,missing_pdb,False
A0A0P0X0W7,,missing_pdb,False
A0A0P0X163,,missing_pdb,False
A0A0P0X174,,missing_pdb,False
A0A0P0X1N0,,missing_pdb,False
A0A0P0X1Y0,,missing_pdb,False
A0A0P0X205,,missing_pdb,False
A0A0P0X230,,missing_pdb,False
A0A0P0X2J6,,missing_pdb,False
A0A0P0X2S7,,missing_pdb,False
A0A0P0X309,,missing_pdb,False
A0A0P0X339,,missing_pdb,False
